"","X1","X2","X3","Class"
"476",-0.871,-0.532,-0.0261,1
"477",1.01,0,-0.0514,1
"478",-0.0175,0.995,-0.0283,1
"479",-0.0881,1.05,-0.0696,1
"480",-0.12,-1.04,-0.0805,1
"481",-0.937,-0.327,0.0431,1
"482",-0.636,0.774,0.00803,1
"483",0.923,0.445,-0.0255,1
"484",0.0416,1.05,-0.00861,1
"485",0.748,-0.748,-0.00929,1
"486",-0.93,-0.427,-0.0793,1
"487",0.249,0.939,0.0195,1
"488",0.422,-0.968,0.0564,1
"489",-0.899,-0.361,0.084,1
"490",-0.669,0.77,-0.00884,1
"491",0.264,-1.01,-0.048,1
"492",-0.879,0.357,-0.0289,1
"493",-0.901,-0.351,-0.0731,1
"494",0.572,-0.816,0.00323,1
"495",0.91,0.176,-0.0561,1
"496",-0.361,-0.947,0.0152,1
"497",0.875,-0.309,0.0516,1
"498",-0.947,0.392,-0.00511,1
"499",0.881,-0.286,-0.0671,1
"500",-0.73,-0.572,-0.0577,1
"501",0.023,0.109,-0.453,2
"502",0.0211,0.154,0.653,2
"503",-0.00139,1.91,0.398,2
"504",0.00628,2.05,0.0952,2
"505",0.0378,0.0589,0.524,2
"506",0.0218,2,-0.0263,2
"507",-0.0285,1.91,0.425,2
"508",0.0511,0.725,-0.991,2
"509",0.038,0.965,-1.01,2
"510",-0.0312,0.369,-0.73,2
"511",0.0439,1.35,0.879,2
"512",0.0849,0.541,-0.845,2
"513",0.00558,1.92,-0.385,2
"514",0.048,1.88,0.24,2
"515",0.0727,0.74,1.03,2
"516",-0.0403,1.5,0.871,2
"517",0.0278,0.994,-1.02,2
"518",0.0361,1.79,0.592,2
"519",0.00662,1.95,0.297,2
"520",0.0542,0.597,-0.832,2
"521",-0.0182,0.218,0.607,2
"522",0.0125,0.261,-0.712,2
"523",0.00197,1.86,-0.537,2
"524",-0.0108,0.58,-0.893,2
"525",0.0486,0.0868,0.0724,2
"526",-0.000759,1.82,0.579,2
"527",0.00596,0.504,0.866,2
"528",-0.0163,2.03,-0.36,2
"529",-0.0865,0.397,-0.778,2
"530",0.0224,0.0122,-0.0979,2
"531",0.0486,1.4,0.887,2
"532",-0.0179,1.74,0.754,2
"533",0.0238,0.923,1.05,2
"534",-0.0306,0.0438,-0.205,2
"535",0.0313,1.55,0.797,2
"536",-0.0022,1.63,0.807,2
"537",-0.0157,2.01,-0.0722,2
"538",0.0199,0.0279,-0.415,2
"539",0.036,2.09,-0.0832,2
"540",0.0221,0.206,0.508,2
"541",-0.0305,1.91,-0.238,2
"542",-0.0258,1.69,-0.634,2
"543",0.00465,0.404,-0.852,2
"544",0.0685,0.109,-0.573,2
"545",0.0318,1.71,-0.723,2
"546",-0.00521,1.8,-0.677,2
"547",-0.0345,0.0306,-0.464,2
"548",-0.0682,0.239,-0.711,2
"549",-0.0168,1.85,0.612,2
"550",-0.0398,0.254,-0.58,2
"551",0.0132,0.0246,0.17,2
"552",-0.0136,0.378,0.769,2
"553",0.0172,0.0204,-0.293,2
"554",0.0158,-0.00147,-0.209,2
"555",0.00309,0.0353,0.3,2
"556",0.0108,-0.045,-0.0317,2
"557",0.0138,0.0249,0.223,2
"558",-0.0155,0.516,0.91,2
"559",-0.0276,1.88,0.391,2
"560",0.0362,0.943,-0.995,2
"561",0.0937,1.02,-1.03,2
"562",0.00857,2.01,-0.0574,2
"563",-0.0371,1.69,0.779,2
"564",-0.0268,1.84,0.515,2
"565",-0.0816,1.12,-0.968,2
"566",-0.034,0.498,-0.891,2
"567",-0.0103,0.823,-1.05,2
"568",-0.043,2.06,-0.117,2
"569",0.0177,1.72,-0.652,2
"570",-0.000988,0.319,0.776,2
"571",-0.0246,1.94,0.394,2
"572",0.00246,1.87,0.491,2
"573",0.00174,0.69,-1.03,2
"574",-0.032,0.0605,0.224,2
"575",0.023,1.47,-0.897,2
"576",-0.0471,1.65,-0.738,2
"577",0.00162,2.02,0.0433,2
"578",0.00724,1.78,0.633,2
"579",-0.00411,0.665,-0.988,2
"580",0.0882,1.75,-0.626,2
"581",0.0664,1.52,0.928,2
"582",0.047,1.32,0.929,2
"583",0.0105,0.13,0.549,2
"584",-0.0209,0.0978,0.312,2
"585",0.0297,0.0639,0.379,2
"586",-0.0178,0.0937,-0.615,2
"587",0.0108,0.425,0.914,2
"588",0.0105,1.7,-0.73,2
"589",-0.043,0.945,-1.07,2
"590",-0.000192,0.755,0.949,2
"591",0.0115,0.0255,-0.171,2
"592",-0.0718,1.93,-0.059,2
"593",0.0589,1.82,0.499,2
"594",-0.0848,0.105,0.355,2
"595",-0.0613,1.85,0.471,2
"596",-0.0347,1.72,-0.701,2
"597",-0.000942,0.829,-0.987,2
"598",-0.0158,0.465,0.761,2
"599",-0.0214,0.23,-0.574,2
"600",0.0365,1.1,0.927,2
"601",0.00343,0.228,0.579,2
"602",0.0445,1.76,-0.654,2
"603",-0.0379,1.84,0.427,2
"604",0.0813,1.05,1.04,2
"605",-0.00902,0.949,-0.979,2
"606",-0.0108,1.89,0.398,2
"607",0.0658,1.57,0.89,2
"608",0.027,0.581,0.869,2
"609",-0.0189,1.93,-0.245,2
"610",0.00446,1.12,0.936,2
"611",-0.0574,1.59,-0.815,2
"612",-0.00957,1.29,-0.971,2
"613",-0.0375,0.00191,-0.283,2
"614",-0.000365,0.583,0.907,2
"615",-0.00337,1.68,0.728,2
"616",-0.011,1.99,-0.0941,2
"617",-0.0345,0.0554,0.428,2
"618",0.0249,0.408,-0.796,2
"619",-0.0105,0.0252,0.214,2
"620",0.0739,1.77,-0.664,2
"621",0.00343,1.86,-0.306,2
"622",0.0593,1.22,1.03,2
"623",0.0528,0.719,0.897,2
"624",0.0508,1.39,0.857,2
"625",-0.063,1.49,-0.887,2
"626",0.00448,0.00957,0.117,2
"627",-0.00359,0.665,-0.943,2
"628",0.00037,0.547,-0.896,2
"629",0.0366,0.0461,0.345,2
"630",-0.0821,1.7,-0.687,2
"631",0.00899,0.0273,0.293,2
"632",-0.0289,0.994,-1.01,2
"633",-0.0111,0.0705,-0.184,2
"634",0.0814,0.957,1.04,2
"635",-0.0767,0.152,0.642,2
"636",-0.00217,0.0498,-0.0802,2
"637",0.0554,1.98,-0.315,2
"638",0.0813,1.29,0.968,2
"639",0.0199,0.624,-0.892,2
"640",-0.0228,0.0803,0.436,2
"641",0.0549,2.02,-0.202,2
"642",-0.00618,1.58,-0.886,2
"643",-0.0096,0.204,-0.607,2
"644",-0.0155,0.651,0.898,2
"645",0.0147,1.76,0.637,2
"646",0.0669,0.533,0.854,2
"647",-0.0395,1.2,0.895,2
"648",0.034,1.65,-0.777,2
"649",0.0233,0.496,0.886,2
"650",0.000597,0.14,-0.508,2
"651",0.0551,1.93,0.393,2
"652",-0.0442,0.517,0.811,2
"653",0.0358,1.34,0.927,2
"654",-0.073,0.254,0.569,2
"655",-0.0539,1.31,0.872,2
"656",0.0308,1.98,0.204,2
"657",-0.0892,0.529,0.915,2
"658",0.0207,1.89,-0.45,2
"659",-0.0724,0.538,-0.917,2
"660",0.0152,0.0814,0.408,2
"661",0.0493,1.51,0.817,2
"662",0.00251,0.522,0.924,2
"663",0.00817,1.99,-0.111,2
"664",0.0471,1.14,-0.964,2
"665",-0.0337,0.111,0.605,2
"666",-0.0356,0.447,-0.818,2
"667",0.00956,1.54,0.837,2
"668",0.0265,0.391,-0.806,2
"669",-0.00756,0.0562,0.355,2
"670",-0.000797,1.96,0.289,2
"671",0.0923,0.267,-0.729,2
"672",0.0357,1.04,0.931,2
"673",0.0273,0.994,0.99,2
"674",0.0109,1.86,-0.419,2
"675",0.0239,1.84,-0.64,2
"676",0.0947,0.934,-1,2
"677",0.0596,0.292,-0.717,2
"678",-0.0727,0.528,0.886,2
"679",0.0446,-0.000509,-0.037,2
"680",0.00378,0.387,-0.789,2
"681",0.0691,-0.00493,0.0872,2
"682",0.00118,0.448,-0.839,2
"683",0.0034,0.47,0.753,2
"684",0.0603,-0.0203,0.031,2
"685",-0.0985,1.65,-0.736,2
"686",-0.0489,0.0735,0.381,2
"687",-0.0608,0.69,-0.904,2
"688",0.0918,1.4,0.89,2
"689",-0.0392,0.719,-0.921,2
"690",0.0637,0.122,0.602,2
"691",0.0527,0.0237,-0.272,2
"692",0.0373,0.96,-0.988,2
"693",-0.00584,1.87,-0.478,2
"694",-0.0183,0.851,-0.995,2
"695",-0.0743,1.83,0.472,2
"696",0.0562,0.927,1.02,2
"697",0.023,0.0592,-0.197,2
"698",-0.0368,1.11,-0.947,2
"699",0.00415,1.56,0.902,2
"700",-0.0402,0.281,-0.776,2
"701",-0.0262,0.126,0.477,2
"702",0.075,0.821,-1.02,2
"703",0.0583,1.63,0.693,2
"704",0.0306,1.93,-0.459,2
"705",0.0385,-0.0813,0.119,2
"706",0.068,1.5,0.837,2
"707",0.00052,1.67,-0.811,2
"708",0.000414,1.47,0.883,2
"709",-0.0218,0.988,1.07,2
"710",0.042,0.208,-0.652,2
"711",-0.0954,0.975,-0.991,2
"712",-0.0183,0.118,-0.315,2
"713",0.065,0.0736,-0.445,2
"714",0.00831,0.427,0.783,2
"715",-0.0705,2.06,0.086,2
"716",0.000729,0.0132,-0.162,2
"717",0.0901,1.24,-1,2
"718",-0.0561,0.866,-0.915,2
"719",0.0245,1.88,0.536,2
"720",0.0608,1.69,0.769,2
"721",0.0229,-0.0792,-0.0207,2
