"","X1","X2","X3","Class"
"61",2.826876,-0.241459,-0.143806,2
"62",2.771511,0.362751,-0.669945,2
"63",-2.69712,0.342837,0.296855,3
"64",-2.57583,-0.752408,-0.225828,3
"65",-3.308062,0.919403,-0.091698,3
"66",-3.970394,-0.017968,0.097194,3
"67",-3.332026,-0.22133,-0.410873,3
"68",-2.679173,0.521163,0.033068,3
"69",-2.186732,-0.536953,-0.08933,3
"70",-3.013009,-0.082401,-0.750346,3
"71",-3.464085,0.458797,-0.745681,3
"72",-2.632916,0.683901,-0.153258,3
"73",-3.315788,0.017903,0.703027,3
"74",-2.833584,-0.684569,0.298511,3
"75",-2.722148,-0.502344,0.245003,3
"76",-2.608905,0.443179,0.447541,3
"77",-2.853364,-0.788934,-0.276868,3
"78",-2.809655,-0.092462,0.719525,3
"79",-3.538035,0.777137,0.091226,3
"80",-2.457811,-0.601538,0.548791,3
"81",-2.762541,-0.540911,0.251193,3
"82",-2.929594,-0.162338,0.427959,3
"83",-3.054864,-0.220749,0.858853,3
"84",-3.632051,-0.045369,0.497112,3
"85",-3.595796,-0.25031,-0.26069,3
"86",-2.285053,0.111547,0.652847,3
"87",-2.664311,-0.035719,0.357768,3
"88",-3.163578,0.286805,-0.843201,3
"89",-2.599157,0.438496,0.094013,3
"90",-3.381994,0.308228,-0.689706,3
"91",-3.961031,-0.111044,0.022821,3
"92",-2.827045,-0.074139,0.54136,3
"93",0.498135,2.895371,0.786843,4
"94",0.218436,3.067538,0.030236,4
"95",0.135451,2.12925,0.320246,4
"96",0.420118,3.055572,0.230617,4
"97",0.659865,3.446317,-0.101455,4
"98",0.619487,3.285343,0.278274,4
"99",-0.294208,3.296888,-0.174357,4
"100",-0.362217,2.657112,0.01996,4
"101",-0.561919,3.334167,0.068536,4
"102",0.186843,3.706688,-0.259004,4
"103",0.450086,2.844335,0.073905,4
"104",-0.047549,3.634562,0.613045,4
"105",0.432449,3.774495,0.096256,4
"106",0.444504,3.491508,-0.745843,4
"107",-0.116409,2.618886,0.576378,4
"108",-0.601582,3.548497,0.101766,4
"109",0.268449,3.662073,-0.103739,4
"110",-0.007967,2.91813,0.390422,4
"111",-0.811876,2.976918,-0.40471,4
"112",-0.003684,2.460306,0.323449,4
"113",0.27221,2.287469,-0.243128,4
"114",-0.003839,3.107724,-0.876719,4
"115",0.175357,3.715249,0.344842,4
"116",-0.350178,2.515348,0.695052,4
"117",0.016665,2.986915,-0.265349,4
"118",0.394178,2.772903,0.583035,4
"119",0.715985,3.467443,-0.171137,4
"120",0.28994,2.60696,0.767379,4
"121",0.854454,2.895231,-0.335877,4
"122",0.308424,3.293211,-0.383773,4
"123",-0.154151,-2.382802,-0.552876,5
"124",0.042376,-3.013402,0.26318,5
"125",0.76406,-2.974825,0.304909,5
"126",0.273431,-3.549045,0.602433,5
"127",0.109072,-2.872739,-0.972276,5
"128",-0.609027,-2.316553,0.05604,5
"129",0.563714,-2.668933,0.272222,5
"130",0.053112,-3.69483,-0.446254,5
"131",0.374246,-3.881493,-0.178669,5
"132",-0.25541,-2.573785,-0.369218,5
"133",-0.05833,-3.539877,0.156878,5
"134",0.436804,-2.849058,-0.705822,5
"135",-0.185927,-2.83419,-0.871306,5
"136",-0.15729,-3.035242,-0.447355,5
"137",-0.253287,-2.355499,0.53801,5
"138",0.856338,-2.928918,-0.105247,5
"139",-0.448767,-2.892567,0.036684,5
"140",-0.763126,-3.121529,0.012815,5
"141",0.50729,-3.69845,-0.126832,5
"142",-0.262387,-2.7936,0.893868,5
"143",0.638189,-2.885896,-0.535134,5
"144",-0.715655,-3.174318,-0.415442,5
"145",-0.148243,-2.348742,-0.198939,5
"146",-0.436461,-3.189614,-0.874082,5
"147",-0.015747,-3.601469,0.678772,5
"148",-0.380327,-2.120669,-0.201018,5
"149",-0.078679,-2.969195,-0.085163,5
"150",0.725907,-2.642703,-0.392598,5
"151",-0.118512,-2.391662,-0.116857,5
"152",0.378156,-3.742474,0.42604,5
"153",-0.646687,-0.257803,2.879026,6
"154",0.862612,-0.257097,3.339622,6
"155",0.58395,0.25262,3.164447,6
"156",-0.106313,0.539686,3.36243,6
"157",-0.447773,-0.165269,2.395462,6
"158",0.278688,-0.67851,3.019065,6
"159",-0.499959,-0.102398,2.918835,6
"160",0.628733,-0.136098,2.961669,6
"161",-0.550777,0.820583,2.888145,6
"162",0.280057,-0.332023,2.280202,6
"163",-0.68149,-0.388565,2.852309,6
"164",-0.150402,0.774676,3.236697,6
"165",-0.175775,0.816718,2.810907,6
"166",0.40849,-0.752991,2.708342,6
"167",-0.687687,0.5331,2.864252,6
"168",0.187892,0.099277,3.3971,6
"169",0.40274,0.309218,2.184721,6
"170",-0.333692,0.726125,2.755337,6
"171",-0.073884,0.856673,3.449364,6
"172",0.074276,-0.44986,2.289555,6
"173",-0.234023,0.508787,2.627695,6
"174",0.33853,-0.722352,2.402052,6
"175",0.777033,0.217745,2.671151,6
"176",0.093523,0.595698,3.532532,6
"177",0.215945,-0.323846,2.195408,6
"178",-0.031152,0.385966,3.106696,6
"179",0.26075,0.391448,2.176698,6
"180",-0.542543,0.386463,2.917456,6
"181",-0.306005,-0.915958,2.884296,6
"182",-0.114414,0.026251,3.899389,6
"183",-0.749873,0.616942,-2.862605,7
"184",-0.108157,-0.083104,-3.909294,7
"185",-0.410898,0.467216,-3.64399,7
"186",0.662499,-0.378195,-2.900845,7
"187",-0.057589,0.548771,-3.072026,7
"188",0.64518,-0.276585,-2.877792,7
"189",0.257191,0.114881,-2.929682,7
"190",-0.169119,0.400328,-2.853299,7
"191",0.228327,-0.513736,-3.600658,7
"192",-0.512238,0.372109,-3.357134,7
"193",-0.510091,-0.617806,-3.543896,7
"194",-0.001328,0.275274,-2.367165,7
"195",-0.086874,0.138084,-3.152736,7
"196",-0.558094,-0.138533,-2.731829,7
"197",0.640575,-0.52869,-2.882579,7
"198",0.033866,0.301424,-2.949164,7
"199",-0.530334,0.571733,-3.122279,7
"200",0.488731,0.68226,-3.026392,7
"201",-0.320178,-0.530404,-2.430535,7
"202",0.143306,0.578726,-3.657507,7
"203",-0.36578,-0.491918,-2.483666,7
"204",0.660425,-0.259537,-3.671958,7
"205",0.647696,0.44422,-2.807808,7
"206",-0.110876,0.163359,-3.038903,7
"207",-0.694187,0.258777,-2.411717,7
"208",0.175738,-0.053478,-2.733752,7
"209",0.396046,-0.858377,-3.126866,7
"210",-0.406362,-0.334541,-2.885598,7
"211",-0.299275,0.071281,-3.642585,7
"212",-0.506192,0.433538,-2.608597,7
